mls_id,style,street,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,livability_score,amenities,commute,cost_of_living,crime,employment,health,housing,schools,ratings
ML81925587,single family,22273  Bahl St,Cupertino,CA,95014,4.0,3.0,1.0,2733.0,1968.0,41.0,3748000,2023-04-21,4080000.0,2023-06-01,11787.0,1493.0,37.329158,-122.065001,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81925288,single family,22030  Hibiscus Dr,Cupertino,CA,95014,3.0,1.0,0.0,1411.0,1952.0,42.0,2200000,2023-04-20,2375001.0,2023-06-01,10995.0,1683.0,37.334723,-122.06012700000001,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81926716,single family,11552  Morning Spring Ct,Cupertino,CA,95014,3.0,2.0,1.0,1543.0,1988.0,29.0,2588000,2023-05-02,2660000.0,2023-05-31,4345.0,1724.0,37.299881,-122.043848,2.0,300.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81926994,single family,21992  Woodbury Dr,Cupertino,CA,95014,3.0,2.0,0.0,2015.0,1964.0,26.0,2680000,2023-05-04,3050000.0,2023-05-30,10929.0,1514.0,37.326371,-122.059082,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81927342,single family,10740  Gascoigne Dr,Cupertino,CA,95014,4.0,4.0,1.0,2750.0,2021.0,19.0,3888000,2023-05-07,4000000.0,2023-05-26,6949.0,1455.0,37.311429,-122.00067800000001,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81925945,townhomes,10093  Amador Oak Ct,Cupertino,CA,95014,4.0,2.0,1.0,1576.0,1970.0,27.0,1698000,2023-04-29,1830000.0,2023-05-26,1668.0,1161.0,37.324014,-122.07068799999999,2.0,410.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81925592,single family,20669  Scofield Dr,Cupertino,CA,95014,4.0,2.0,0.0,1876.0,1950.0,34.0,3050000,2023-04-21,2900000.0,2023-05-25,11326.0,1546.0,37.32135,-122.03541799999999,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922897,single family,1038  Cranberry Dr,Cupertino,CA,95014,3.0,2.0,0.0,1190.0,1963.0,57.0,2348888,2023-03-28,2280000.0,2023-05-24,6000.0,1916.0,37.309153,-122.04725900000001,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923371,single family,7611  Elderwood Ct,Cupertino,CA,95014,4.0,2.0,1.0,2079.0,1977.0,50.0,3200000,2023-04-04,2955000.0,2023-05-24,7077.0,1421.0,37.308926,-122.039971,2.0,0.0,3.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923097,single family,7998  Woodlark Way,Cupertino,CA,95014,3.0,3.0,0.0,1561.0,1963.0,55.0,2888888,2023-03-30,2804000.0,2023-05-24,6502.0,1796.0,37.308465999999996,-122.049547,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81924711,single family,10346  Scenic Blvd,Cupertino,CA,95014,5.0,2.0,1.0,2729.0,1989.0,35.0,2798000,2023-04-14,3752000.0,2023-05-19,9040.0,1375.0,37.318096000000004,-122.06381299999998,1.0,0.0,3.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81925196,single family,910  Ferngrove Dr,Cupertino,CA,95014,3.0,2.0,0.0,1220.0,1960.0,30.0,1795000,2023-04-19,2368000.0,2023-05-19,6260.0,1941.0,37.31259,-122.008316,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81925022,single family,1158  Elmsford Dr,Cupertino,CA,95014,3.0,2.0,0.0,2043.0,1963.0,31.0,2880000,2023-04-18,2800000.0,2023-05-19,5989.0,1371.0,37.304284,-122.04512700000001,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922243,single family,10786  Willowbrook Way,Cupertino,CA,95014,4.0,2.0,0.0,1272.0,1955.0,14.0,2600000,2023-05-02,2820000.0,2023-05-16,9252.0,2217.0,37.311478,-122.021047,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920890,single family,870  Bette Ave,Cupertino,CA,95014,3.0,2.0,0.0,1414.0,1958.0,68.0,2899000,2023-03-08,2800000.0,2023-05-15,6500.0,1980.0,37.313808,-122.02101599999999,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923626,townhomes,19956  Beekman Pl,Cupertino,CA,95014,3.0,2.0,0.0,1430.0,1972.0,37.0,1648000,2023-04-05,1800000.0,2023-05-12,3825.0,1259.0,37.331688,-122.022368,1.0,250.0,1.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923787,townhomes,8105  Park Villa Cir,Cupertino,CA,95014,3.0,2.0,0.0,1224.0,1972.0,36.0,1548000,2023-04-06,1651000.0,2023-05-12,1601.0,1349.0,37.314544,-122.05246399999999,2.0,353.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922569,single family,11713  Westshore Ct,Cupertino,CA,95014,3.0,2.0,1.0,1745.0,1989.0,29.0,2788000,2023-04-12,2835000.0,2023-05-11,4521.0,1625.0,37.296715999999996,-122.043027,2.0,300.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81918416,single family,13119  Montebello Rd,Cupertino,CA,95014,3.0,2.0,0.0,1255.0,2022.0,90.0,3500000,2023-02-09,3000000.0,2023-05-10,295598.0,2390.0,37.28967,-122.090399,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923473,single family,10574  Sterling Blvd,Cupertino,CA,95014,3.0,1.0,0.0,1048.0,1954.0,37.0,1899950,2023-04-03,2050000.0,2023-05-10,8878.0,1956.0,37.314021000000004,-121.996877,1.0,0.0,1.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81913820,townhomes,10082  Mossy Oak Ct,Cupertino,CA,95014,2.0,2.0,0.0,1017.0,1972.0,47.0,1288000,2023-03-23,1317500.0,2023-05-09,1876.0,1295.0,37.323055,-122.073701,1.0,410.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920177,single family,10455  Orange Ave,Cupertino,CA,95014,4.0,3.0,1.0,1811.0,2022.0,68.0,3488000,2023-03-01,3450000.0,2023-05-08,5302.0,1905.0,37.316134999999996,-122.055801,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919958,single family,10416  Paradise Dr,Cupertino,CA,95014,4.0,3.0,0.0,1823.0,1963.0,42.0,2850000,2023-03-24,2850000.0,2023-05-05,8208.0,1563.0,37.316501,-122.034393,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81924222,single family,21947  Shattuck Dr,Cupertino,CA,95014,4.0,3.0,0.0,2102.0,1968.0,22.0,2988000,2023-04-11,3310000.0,2023-05-03,9092.0,1575.0,37.31107,-122.058719,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923467,single family,10081 S Tantau Ave,Cupertino,CA,95014,3.0,1.0,0.0,1544.0,1949.0,19.0,2380000,2023-04-13,2420000.0,2023-05-02,9508.0,1567.0,37.321737,-122.006825,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923644,condos,20308  Nw Sq,Cupertino,CA,95014,2.0,2.0,0.0,1060.0,1973.0,27.0,1069000,2023-04-05,1165000.0,2023-05-02,1274.0,1099.0,37.336983000000004,-122.02849099999999,2.0,470.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923516,single family,10647 S Blaney Ave,Cupertino,CA,95014,3.0,2.0,0.0,1564.0,1959.0,26.0,2399888,2023-04-05,2800000.0,2023-05-01,7614.0,1790.0,37.313761,-122.023472,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922681,townhomes,10950  Northsky Sq,Cupertino,CA,95014,3.0,2.0,0.0,1487.0,1973.0,31.0,1498000,2023-03-28,1650000.0,2023-04-28,1324.0,1110.0,37.336659999999995,-122.02608300000001,3.0,470.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81923357,single family,1412  Rose Garden Ln,Cupertino,CA,95014,4.0,3.0,0.0,2118.0,1960.0,25.0,2488000,2023-04-03,3475000.0,2023-04-28,6000.0,1641.0,37.298029,-122.03656200000002,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922101,single family,10447  Pineville Ave,Cupertino,CA,95014,3.0,2.0,0.0,1512.0,1959.0,35.0,2199000,2023-03-20,2560000.0,2023-04-24,6563.0,1693.0,37.316598,-122.018708,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81922262,single family,22047  Clearcreek Ct,Cupertino,CA,95014,3.0,2.0,0.0,1661.0,1965.0,33.0,2900000,2023-03-22,2830000.0,2023-04-24,8814.0,1704.0,37.324529999999996,-122.06041,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81924013,townhomes,20103  Northcrest Sq,Cupertino,CA,95014,2.0,2.0,0.0,1060.0,1973.0,16.0,1238880,2023-04-08,1318000.0,2023-04-24,1296.0,1243.0,37.336690000000004,-122.024157,2.0,470.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81918766,townhomes,10063  Long Oak Ln,Cupertino,CA,95014,2.0,2.0,0.0,1008.0,1970.0,65.0,1400000,2023-02-14,1350000.0,2023-04-20,1862.0,1339.0,37.323260999999995,-122.07087800000001,1.0,410.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920973,single family,10394 N Portal Ave,Cupertino,CA,95014,3.0,2.0,0.0,1540.0,1960.0,37.0,2382888,2023-03-08,2671000.0,2023-04-14,7911.0,1734.0,37.328748,-122.019384,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919027,single family,13360  Montebello Rd,Cupertino,CA,95014,4.0,3.0,0.0,3196.0,1983.0,57.0,2788000,2023-02-16,2650000.0,2023-04-14,44348.0,829.0,37.286916999999995,-122.08873500000001,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920848,single family,7765  Huntridge Ln,Cupertino,CA,95014,3.0,2.0,0.0,1523.0,1961.0,37.0,2488000,2023-03-07,2800000.0,2023-04-13,6072.0,1838.0,37.31154,-122.042548,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81921555,townhomes,10558  Red Fir Ct,Cupertino,CA,95014,3.0,1.0,1.0,1265.0,1971.0,28.0,1198000,2023-03-15,1330000.0,2023-04-12,989.0,1051.0,37.314554,-122.041976,2.0,400.0,1.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81921248,single family,20711  Sunrise Dr,Cupertino,CA,95014,3.0,3.0,0.0,2157.0,1951.0,32.0,2985000,2023-03-10,3200000.0,2023-04-11,9901.0,1484.0,37.320433,-122.036176,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
223017959,condos,20723  Celeste Cir,Cupertino,CA,95014,2.0,2.0,0.0,1206.0,1984.0,25.0,949900,2023-03-16,940000.0,2023-04-10,1141.0,779.0,37.335331,-122.035618,1.0,447.0,1.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920453,single family,7560  Tiptoe Ln,Cupertino,CA,95014,3.0,2.0,0.0,1659.0,1960.0,35.0,2498000,2023-03-03,2475000.0,2023-04-07,6817.0,1492.0,37.306967,-122.037866,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919890,townhomes,10087  Lamplighter Sq,Cupertino,CA,95014,3.0,2.0,1.0,1727.0,1975.0,41.0,1798000,2023-02-25,1745000.0,2023-04-07,1684.0,1010.0,37.321409,-122.075776,2.0,356.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920760,single family,21467  Krzich Pl,Cupertino,CA,95014,4.0,2.0,0.0,2139.0,1973.0,29.0,3198000,2023-03-07,3320000.0,2023-04-05,9796.0,1552.0,37.306191999999996,-122.049826,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919443,single family,10935  Miramonte Rd,Cupertino,CA,95014,5.0,4.0,1.0,4942.0,1999.0,43.0,5480000,2023-02-21,5297500.0,2023-04-05,12340.0,1072.0,37.309496,-122.06928500000001,2.0,0.0,3.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919144,single family,1137  Stafford Dr,Cupertino,CA,95014,5.0,4.0,1.0,2958.0,1966.0,41.0,3799000,2023-02-17,3550000.0,2023-03-30,7143.0,1200.0,37.305546,-122.04836499999999,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919930,single family,21890  Eaton Pl,Cupertino,CA,95014,4.0,2.0,1.0,1568.0,1994.0,0.0,1799000,2023-03-30,2150000.0,2023-03-30,3389.0,1371.0,37.323494000000004,-122.05766100000001,2.0,78.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919527,townhomes,22991  Longdown Rd,Cupertino,CA,95014,3.0,2.0,0.0,1234.0,1974.0,36.0,1599888,2023-02-22,1600000.0,2023-03-30,2621.0,1297.0,37.321888,-122.07859499999999,1.0,356.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919781,townhomes,20312  Pinntage Pkwy,Cupertino,CA,95014,2.0,2.0,1.0,1497.0,1984.0,31.0,1228000,2023-02-24,1280000.0,2023-03-27,933.0,855.0,37.319557,-122.028447,2.0,505.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919134,single family,10832 W Estates Dr,Cupertino,CA,95014,4.0,2.0,1.0,1692.0,1955.0,38.0,2388000,2023-02-17,2600000.0,2023-03-27,7234.0,1537.0,37.310203,-122.02196599999999,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81920323,single family,10243  Glencoe Dr,Cupertino,CA,95014,4.0,2.0,0.0,2333.0,1950.0,22.0,3200000,2023-03-02,3500000.0,2023-03-24,9864.0,1500.0,37.326402,-122.04070800000001,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81921144,single family,10145  Carmen Rd,Cupertino,CA,95014,1.0,1.0,0.0,684.0,1952.0,13.0,2398000,2023-03-10,3010000.0,2023-03-23,12476.0,4401.0,37.321019,-122.064151,1.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81919766,single family,1624  Poppy Way,Cupertino,CA,95014,4.0,2.0,1.0,2169.0,1964.0,26.0,2698000,2023-02-24,2940000.0,2023-03-22,6127.0,1355.0,37.295008,-122.034892,2.0,0.0,2.0,87,A+,A+,F,A,A+,A+,B,A+,A+
ML81947123,single family,237  Wyandotte Ave,Daly City,CA,94014,3.0,2.0,0.0,1240.0,1949.0,131.0,988888,2023-11-05,975000.0,2024-03-15,2500.0,786.0,37.696953,-122.459919,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41050276,single family,1812  Louvaine Dr,Daly City,CA,94015,3.0,1.0,1.0,1140.0,1946.0,26.0,949000,2024-02-17,1200000.0,2024-03-14,6054.0,1053.0,37.689943,-122.477879,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81953678,single family,85  Canterbury Ave,Daly City,CA,94015,4.0,2.0,0.0,1630.0,1965.0,34.0,1188000,2024-02-08,1315000.0,2024-03-13,3036.0,807.0,37.653915999999995,-122.470541,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81952647,single family,81  Oceanside Dr,Daly City,CA,94015,3.0,2.0,0.0,1150.0,1958.0,34.0,950000,2024-02-02,1178000.0,2024-03-07,3400.0,1024.0,37.672033,-122.48955500000001,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81952414,single family,201  Garden Ln,Daly City,CA,94015,4.0,2.0,1.0,1710.0,1941.0,32.0,1498000,2024-02-03,1300000.0,2024-03-06,5649.0,760.0,37.69466,-122.47698799999999,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81953802,single family,667  Skyline Dr,Daly City,CA,94015,3.0,2.0,0.0,1150.0,1958.0,25.0,999000,2024-02-09,1340000.0,2024-03-05,3300.0,1165.0,37.676762,-122.49048799999998,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81953245,single family,715  Larchmont Dr,Daly City,CA,94015,3.0,1.0,0.0,1120.0,1949.0,24.0,949000,2024-02-10,1118000.0,2024-03-05,5088.0,998.0,37.690569,-122.48346399999998,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81951793,single family,42  Morton Dr,Daly City,CA,94015,3.0,2.0,0.0,1390.0,1981.0,40.0,1100000,2024-01-24,1100000.0,2024-03-04,5660.0,791.0,37.661481,-122.47471399999999,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81950092,townhomes,1703  Hampton Ln,Daly City,CA,94014,2.0,2.0,1.0,1177.0,1983.0,55.0,975000,2024-01-05,950500.0,2024-02-29,1412.0,808.0,37.702609,-122.44428899999998,2.0,594.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81951157,single family,339  Willits St,Daly City,CA,94014,4.0,3.0,0.0,3215.0,2015.0,49.0,1788000,2024-01-11,1900000.0,2024-02-29,4329.0,591.0,37.698746,-122.46765800000001,2.0,0.0,3.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946062,single family,231  Los Olivos Ave,Daly City,CA,94014,6.0,4.0,0.0,3320.0,1997.0,52.0,1389900,2024-01-06,1600000.0,2024-02-27,2525.0,482.0,37.705873,-122.467533,3.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81947453,single family,991  Wyandotte Ave,Daly City,CA,94014,3.0,2.0,0.0,1522.0,1955.0,53.0,998000,2024-01-04,1100000.0,2024-02-26,2500.0,723.0,37.68864,-122.455789,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81952409,single family,369 E Moltke St,Daly City,CA,94014,4.0,2.0,0.0,1770.0,1977.0,27.0,1150000,2024-01-25,1305000.0,2024-02-21,3175.0,737.0,37.694858,-122.45743,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81952400,single family,291  Hampshire Ct,Daly City,CA,94015,3.0,2.0,1.0,1950.0,1973.0,27.0,1385000,2024-01-25,1590000.0,2024-02-21,3135.0,815.0,37.653812,-122.457881,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81951846,single family,255  Avalon Dr,Daly City,CA,94015,3.0,2.0,0.0,1150.0,1957.0,27.0,999999,2024-01-19,1301000.0,2024-02-15,3230.0,1131.0,37.681764,-122.49099,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81948346,single family,353  2nd Ave,Daly City,CA,94014,4.0,1.0,0.0,950.0,1932.0,78.0,599900,2023-11-20,675000.0,2024-02-06,6000.0,711.0,37.686966999999996,-122.462827,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81951174,single family,42  Parkview Ave,Daly City,CA,94014,3.0,1.0,0.0,1080.0,1927.0,25.0,888000,2024-01-11,980000.0,2024-02-05,2500.0,907.0,37.70151,-122.464381,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81947815,condos,376  Imperial Way,Daly City,CA,94015,1.0,1.0,0.0,717.0,1974.0,80.0,465000,2023-11-13,450000.0,2024-02-01,1057907.0,628.0,37.664888,-122.463903,1.0,466.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81950147,single family,612  Manila Way,Daly City,CA,94015,3.0,2.0,0.0,1330.0,1947.0,38.0,1195000,2023-12-23,1190000.0,2024-01-30,7280.0,895.0,37.691803,-122.48102,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81950649,single family,298  Belmar Ave,Daly City,CA,94015,3.0,2.0,0.0,1490.0,1951.0,25.0,1288000,2024-01-05,1350000.0,2024-01-30,4400.0,906.0,37.698758000000005,-122.48595700000001,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41047109,single family,143  Mariposa Ave,Daly City,CA,94015,5.0,3.0,0.0,2060.0,1959.0,16.0,1490000,2024-01-10,1568078.0,2024-01-26,3300.0,761.0,37.679743,-122.481151,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81952339,single family,238  Crestview Cir,Daly City,CA,94015,5.0,4.0,0.0,2426.0,2015.0,0.0,1998888,2024-01-24,1890000.0,2024-01-24,3040.0,779.0,37.667764,-122.48062900000001,2.0,153.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41035376,condos,535  Mountain View Dr,Daly City,CA,94014,3.0,2.0,0.0,1443.0,1986.0,162.0,748000,2023-08-08,710000.0,2024-01-17,1361.0,492.0,37.69804,-122.45656100000001,1.0,815.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81944713,multi family,475  90th St,Daly City,CA,94015,8.0,4.0,0.0,5662.0,1965.0,95.0,1825000,2023-10-11,1712000.0,2024-01-14,2375.0,302.0,37.690867,-122.47531599999999,3.0,0.0,4.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81948545,single family,1063  Gilman Dr,Daly City,CA,94015,2.0,2.0,0.0,1630.0,1950.0,43.0,1048000,2023-11-30,1110000.0,2024-01-12,6161.0,681.0,37.686368,-122.480001,1.0,1.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41045084,single family,167  Wyandotte Ave,Daly City,CA,94014,4.0,2.0,1.0,1710.0,1964.0,41.0,1089000,2023-11-29,1000000.0,2024-01-09,3000.0,585.0,37.697934000000004,-122.459969,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41040626,condos,71  Chester St,Daly City,CA,94014,2.0,1.0,1.0,838.0,1964.0,98.0,599000,2023-09-29,575000.0,2024-01-05,462.0,686.0,37.687321000000004,-122.45894399999999,2.0,375.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946789,condos,359  Half Moon Ln,Daly City,CA,94015,2.0,1.0,1.0,817.0,1974.0,58.0,565000,2023-11-01,555000.0,2023-12-29,1057907.0,679.0,37.66705,-122.46446100000001,1.0,483.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81938017,single family,141  Acton St,Daly City,CA,94014,2.0,1.0,0.0,1180.0,1927.0,139.0,995000,2023-08-11,700000.0,2023-12-28,2945.0,593.0,37.707164,-122.45148600000002,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81949290,townhomes,1410  Eddington Ln,Daly City,CA,94014,2.0,2.0,1.0,1177.0,1985.0,21.0,799999,2023-12-07,820000.0,2023-12-28,1412720.0,697.0,37.703415,-122.445846,2.0,594.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81948803,single family,90  Menlo Ave,Daly City,CA,94015,4.0,2.0,0.0,1305.0,1958.0,23.0,1149950,2023-11-29,1250000.0,2023-12-22,3400.0,958.0,37.674816,-122.491425,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81938010,single family,224  Los Olivos Ave,Daly City,CA,94014,3.0,2.0,0.0,1720.0,1978.0,132.0,1148000,2023-08-11,1129000.0,2023-12-21,2500.0,656.0,37.706277,-122.467413,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41045315,single family,274  Hampshire Ct,Daly City,CA,94015,4.0,3.0,0.0,2127.0,1973.0,19.0,1080000,2023-12-01,1500000.0,2023-12-20,4587.0,705.0,37.65328,-122.4576,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946364,single family,76  Elmwood Dr,Daly City,CA,94015,3.0,1.0,0.0,1110.0,1952.0,45.0,1098000,2023-10-27,1100000.0,2023-12-11,3300.0,991.0,37.698034,-122.488243,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81944706,multi family,329  88th St,Daly City,CA,94015,8.0,4.0,0.0,5365.0,1964.0,61.0,1880000,2023-10-11,1775000.0,2023-12-11,2500.0,331.0,37.692303,-122.47515700000001,3.0,0.0,4.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
41043948,single family,625  Skyline Dr,Daly City,CA,94015,3.0,1.0,0.0,1120.0,1958.0,33.0,988000,2023-11-08,988000.0,2023-12-11,3300.0,882.0,37.678674,-122.490633,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81945590,single family,625  Larchmont Dr,Daly City,CA,94015,3.0,1.0,0.0,960.0,1950.0,46.0,948888,2023-10-19,949000.0,2023-12-04,6220.0,989.0,37.687546000000005,-122.48386,1.0,1.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81945292,condos,359  Half Moon Ln,Daly City,CA,94015,1.0,1.0,0.0,717.0,1974.0,48.0,479000,2023-10-17,479000.0,2023-12-04,1057907.0,668.0,37.667062,-122.464799,1.0,466.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946366,single family,395  Skyline Dr,Daly City,CA,94015,4.0,3.0,0.0,1470.0,1956.0,35.0,1198000,2023-10-27,1250000.0,2023-12-01,3264.0,850.0,37.686046999999995,-122.48948999999999,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946903,single family,659  Bellevue Ave,Daly City,CA,94014,4.0,3.0,0.0,2280.0,2001.0,29.0,999999,2023-11-02,1250000.0,2023-12-01,2525.0,548.0,37.703632,-122.45350400000001,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946105,single family,204  San Fernando Way,Daly City,CA,94015,5.0,3.0,0.0,2130.0,1961.0,36.0,889000,2023-10-25,1125000.0,2023-11-30,7626.0,528.0,37.680514,-122.47587,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81931840,single family,20  Heath Ct,Daly City,CA,94015,3.0,2.0,1.0,1610.0,1975.0,161.0,1083470,2023-06-15,1052000.0,2023-11-23,5000.0,653.0,37.658003,-122.471926,2.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81946198,single family,1084  Skyline Dr,Daly City,CA,94015,3.0,2.0,0.0,1564.0,1961.0,27.0,1188000,2023-10-26,1285000.0,2023-11-22,3300.0,822.0,37.664853,-122.486877,1.0,0.0,2.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81937940,single family,390  Guttenberg St,Daly City,CA,94014,1.0,1.0,0.0,870.0,1922.0,98.0,590000,2023-08-10,590000.0,2023-11-16,2575.0,678.0,37.708178000000004,-122.44235400000001,1.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81944209,townhomes,1117  Brittany Ln,Daly City,CA,94014,2.0,2.0,0.0,969.0,1985.0,38.0,798000,2023-10-06,788000.0,2023-11-13,1412720.0,813.0,37.703679,-122.444115,1.0,594.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
ML81945048,single family,440  Bellevue Ave,Daly City,CA,94014,4.0,2.0,0.0,1310.0,1926.0,30.0,948000,2023-10-14,958000.0,2023-11-13,2350.0,731.0,37.705771,-122.449501,2.0,0.0,1.0,81,A+,A+,F,C-,A+,A+,B-,C+,A
